CategoryID,DepartmentID,Name,ShortDescription,LongDescription,Sku,Manufacturer,Model,ManufacturerPartNumber,Upc,UseInventory,Stock,Weight,Price,RetailPrice,WholesalePrice,WholesalePrice2,WholesalePrice3,Keywords,Other1,Other2,Other3,Other4,Other5,IsEnabled,IsTaxable,IsTodaySpecial,IsDownloadable,DownloadPath,RelatedProducts,LargeImage1,IsZoom1,IsEnlarge1,LargeImage2,IsZoom2,IsEnlarge2,LargeImage3,IsZoom3,IsEnlarge3,LargeImage4,IsZoom4,IsEnlarge4,LargeImage5,IsZoom5,IsEnlarge5,LargeImage6,IsZoom6,IsEnlarge6,LargeImage7,IsZoom7,IsEnlarge7,LargeImage8,IsZoom8,IsEnlarge8,LargeImage9,IsZoom9,IsEnlarge9,LargeImage10,IsZoom10,IsEnlarge10,IsGiftCertificate,IsFreeShippingCost,IsFixedPrice,GiftAmount,ExpireType,FixedExpireDate,NumberOfDays,IsElectronic,UseOption,OptionGroupID1,UseStockOption1,OptionGroupID2,UseStockOption2,OptionGroupID3,UseStockOption3,OptionGroupID4,UseStockOption4,OptionGroupID5,UseStockOption5,OptionItemID1,OptionItemID2,OptionItemID3,OptionItemID4,OptionItemID5,IsRecurring,RecurringInterval,RecurringIntervalUnit,RecurringNumberOfCycles,RecurringNumberOfTrialCycles,RecurringTrialAmount,MetaKeyword,MetaDescription,IsAffiliate,MinQuantity,MaxQuantity,IsCustomPrice,DefaultPrice,MinimumPrice,IsCallForPrice,Brand,ReturnTime,IsProductKit,IsDynamicProductKitPrice,IsDynamicProductKitWeight,ProductKitGroupID,CreateDate,ViewCount
5,4,Diva Seating,"The quiet proportions and novel, elegant simplicity of the Shelton Mindel SM1 Lounge Collection create a continuous landscape of order, enclosure and intimacy.","The quiet proportions and novel, elegant simplicity of the Shelton Mindel SM1 Lounge Collection create a continuous landscape of order, enclosure and intimacy.",SF0322,,,,,Yes,33,0,730,790,730,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/Karel_Boonzaaijer_and_Dick_Spierenburg_Diva_Seating_a9s2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,Diva Seating,Diva sofa by Karel and Dick,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,13
15,4|7,Artichoke Pendant,"PH Artichoke (1958) is a 360-degree glare free luminaire created by 72 leaves, which shield the light source, redirect and reflect the light onto the underlying leaves, giving distinct, unique illumination.","PH Artichoke (1958) is a 360-degree glare free luminaire created by 72 leaves, which shield the light source, redirect and reflect the light onto the underlying leaves, giving distinct, unique illumination.",LPD33ax,,,,,No,0,0,1208,1433,1208,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/PH_Artichoke_Copper_large2.jpg,Yes,Yes,Images/Products/Large/PH_Artichoke_Louis_Poulsen_large2.jpg,Yes,Yes,Images/Products/Large/PH_Artichoke_Steel_large2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,Artichoke Pendant,Artichoke Pendant,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,14
14,4|7,Luis Eslava Armadillo lamp,"Fucsia, is a series of hanging lamps designed by Achille Castiglioni, providing both direct and diffused light. One conical blown glass diffusers with 1.5"" sand blasted edges and translucent silicone rings.","Fucsia, is a series of hanging lamps designed by Achille Castiglioni, providingboth direct and diffused light.One conical blown glass diffusers with1.5"" sand blasted edges and translucent silicone rings.",LW000123,,,,,No,0,0,223,332,223,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/luis-eslava-armadillo-lamp_pbwg2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,Luis Eslava Armadillo lamp,"Fucsia, is a series of hanging lamps designed by Achille Castiglioni, providing both direct and diffused light. One conical blown glass diffusers with 1.5"" sand blasted edges and translucent silicone rings.",No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,15
15,7,Flos 2097 suspension lamp,"One of Flos most popular suspensions lamps, The Mod 2097 was first designed by Gino Sarfatti in 1958 and made in Italy.
","One of Flos most popular suspensions lamps, The Mod 2097 was first designed by Gino Sarfatti in 1958 and made in Italy.<br /><BR><br /><BR>It's chandelier styling provides options in both modern or traditional homes and is available in a Chrome or Brass finish.<br />",LP102z3,,,,,No,0,0,5000,6700,5000,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/Flos_2097_suspension_lamp_large2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,Flos 2097 suspension lamp,Flos 2097 suspension lamp,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,16
13,7,Nesso Table Lamp,"A fantastic design by Edward Barber and Jay Osgerby, the Tab table lamp provides direct lighting and features an adjustable head and a porcelain reflector","A fantastic design by Edward Barber and Jay Osgerby, the Tab table lamp provides direct lighting and features an adjustable head and a porcelain reflector.  Head, joints and base are all die-cast painted aluminum. It comes in two colors and is also available as a floor lamp. One 40W max halogen G9 bulb required.",LTX330,,,,,Yes,500,0,650,700,650,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/christian-dell-the-kaiser-idell-lamps-collection_jtf32.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,Nesso Table Lamp,Nesso Table Lamp by Artemide,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,17
6,6,Hush Bed,"An elegant combination of sleeping and storage. Six powder-coated (3 for the twin size) drawers in your choice of White, Ivory, Slate, Blue Grey and Robin's Egg Blue combined with frame options of Maple, Walnut or a Graphite on Oak Finish.","<p>An elegant combination of sleeping and storage. Six powder-coated (3 for the twin size) drawers in your choice of White, Ivory, Slate, Blue Grey and Robin's Egg Blue combined with frame options of Maple, Walnut or a Graphite on Oak Finish.</p>Combine with matching dressers and nightstands for a truly personalized bedroom set. ",BD003s,,,,,Yes,50,12,2300,2600,2300,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/hush_bed_blu_dot_large2.jpg,Yes,Yes,Images/Products/Large/Hush_Bed_Color_Options_Blu_Dot_large.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,Yes,2,No,,,,,,,,,,,,,,No,,,,,,Hush Bed,A simple bed by BluDot,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,18
6,6,LAX Series Platform bed,"The LAX Series by MASH Studios combines sleek, minimal elegance with practical space-saving solutions built into the designs. The pieces feature simple lines and a clean palette of a light walnut finish and white shelf doors, helping you create a contempo","The <span class=""caps"">LAX</span> Series by <span class=""caps"">MASH</span> Studios combines sleek, minimal elegance with practical space-saving solutions built into the designs. The pieces feature simple lines and a clean palette of a light walnut finish and white shelf doors, helping you create a contemporary environment that is clean and free of clutter. The <span class=""caps"">LAX</span> Series Platform Bed comes with a highly functional feature: the wall-mounted headboard opens to reveal concealed shelf space, divided by a partition. Also available is a side table, sized perfectly to match the platform bed.",BDSP0001,,,,,No,0,0,1800,2300,1800,0,0,,,,,,,Yes,0,Yes,No,,,Images/Products/Large/Bedweb2_large.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,LAX Series Platform bed,LAX Series Platform bed by MASH Studios,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,19
6,6,King Hepburn Bed,Microfibre Suede: Microfibre suede is a hardwearing man-made fabric with a luxurious soft texture. Our microfibre suede is top of the line with superfine threads that give our fabric the lightest and softest feel.,"<b>Microfibre Suede</b>: Microfibre suede is a hardwearing man-made fabric with a luxurious soft texture. Our microfibre suede is top of the line with superfine threads that give our fabric the lightest and softest feel, as well an abrasion resistance of 100,000 rubs Martindale, making it more resistant to wear and tear than any other microfibre suede on the market.",BDD3324,,,,,Yes,75,0,4320,4537,4320,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/unison_duvet_martin_in_citrus_large2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,Yes,2,No,,,,,,,,,,,,,,No,,,,,,King Hepburn Bed,King Hepburn Bed,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,20
11|12,5|9,Simple plastic chair,"A landmark design from Charles and Ray Eames first introduced at New York's Museum of Modern Art in 1948, these molded plastic chairs comprise clean, simple forms sculpted to cradle the body.","A landmark design from Charles and Ray Eames first introduced at New York's Museum of Modern Art in 1948, these molded plastic chairs comprise clean, simple forms sculpted to cradle the body.",CHR43pp,,,,,Yes,294,0.6,600,730,600,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/favatetto-and-partners-cameo-chair_997p2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,Yes,1,No,,,,,,,,,,,,,,No,,,,,,Simple plastic chair,A simple chair available on many color,No,3,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,21
11,5,Womb Chair,"The Shelton Mindel wood side chair reinterprets the traditional ""Banker's Chair"" to create a streamlined, unassuming contemporary chair for a variety of different purposes.",The base features a steel rod with polished chrome finish or matte black power coat. Available in a wide range of Knoll Textiles and Spinneybeck leather.,CHRxx3268,,,,,Yes,31,0,833,945,833,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/womb_large2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,Womb Chair,,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,22
11,5,Generation Chair by Knoll,Timeless. Chairs admired today and indefinitely. Chairs that span generations and cultures. Built individually by a handful of craftsmen. 77 painstaking steps at a time. The enduring Emeco Navy Chair is handmade from 80% recycled Aluminum and designed to ,Timeless. Chairs admired today and indefinitely.Chairs that span generations and cultures.Built individually by a handful of craftsmen.77 painstaking steps at a time. The enduringEmeco Navy Chair is handmade from 80% recycled Aluminum and designed to last for 150 years.,CHR00a,,,,,No,0,0,412,503,412,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/stc-genesis-chair_kp9t2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,Yes,1,No,,,,,,,,,,,,,,No,,,,,,Generation Chair by Knoll,Modern office chair,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,23
12,9,Timber slen chair,"Slender timber elements combine to create a light, open frame for this elegant dining chair. Available Black American Walnut, White Oak, Oiled Oak and American Cherry.","Slender timber elements combine to create a light, open frame for this elegant dining chair. Available Black American Walnut, White Oak, Oiled Oak and American Cherry.",CHR325ap,,,,,Yes,99,0,306,399,306,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/017web1_large2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,Timber slen chair,"Slender timber elements combine to create a light, open frame for this elegant dining chair.",No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,24
6,6,Escalade bed forest style,"Unison’s collection of printed bedding, blankets, throw pillows, and table linens mix organic and graphic inspired motifs for a modern and colorful look.","Unison’s collection of printed bedding, blankets, throw pillows, and table linens mix organic and graphic inspired motifs for a modern and colorful look. Some of the items are seasonal, but all together Unison’s products are year–round staples that redefine the classic home textile. Referred to as “minimal but with substance,” the collection strives to be warm and attainable while maintaining minimal, modern qualities through the use of unique color and quality fabrics.",BDSP049,,,,,No,0,0,6402,7350,6402,0,0,,,,,,,Yes,0,Yes,No,,,Images/Products/Large/Ellison_Forest_Umber_Duvet_Unison_large.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,Yes,2,No,,,,,,,,,,,,,,No,,,,,,Escalade bed,Forest style.,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,25
6,6,Escalade bed sailor style,"Unison’s collection of printed bedding, blankets, throw pillows, and table linens mix organic and graphic inspired motifs for a modern and colorful look.","Unison’s collection of printed bedding, blankets, throw pillows, and table linens mix organic and graphic inspired motifs for a modern and colorful look. Some of the items are seasonal, but all together Unison’s products are year–round staples that redefine the classic home textile. Referred to as “minimal but with substance,” the collection strives to be warm and attainable while maintaining minimal, modern qualities through the use of unique color and quality fabrics.",BDSP050,,,,,No,0,0,6402,7350,6402,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/Sailor_Regatta_Navy_Duvet_UNISON_large2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,Yes,2,No,,,,,,,,,,,,,,No,,,,,,Escalade bed,Forest style.,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,26
10,,Seaview Chair,"Barcelona architect and industrial designer Jorge Pensi brings his forward-looking aesthetic to KnollStudio with the Toledo chair. An instant classic, the chair is featured in the permanent collection of The Museum of Modern Art.","Barcelona architect and industrial designer Jorge Pensi brings his forward-looking aesthetic to KnollStudio with the Toledo chair. An instant classic, the chair is featured in the permanent collection of The Museum of Modern Art.",CHROD3,,,,,Yes,50,0,680,700,680,0,0,,,,,,,Yes,0,No,No,,,Images/Products/Large/loll-4-slat-adirondack-chair_tnei2.jpg,Yes,Yes,Images/Products/Large/loll-4-slat-adirondack-chair_9jql2.jpg,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,Seaview Chair,2 Color available,No,1,0,No,,,No,,0,No,No,No,,9/8/2555 17:44,27
